study,condition,dose,seed,proxy_attention_focus_self,independent_attention_focus_self,attention_focus_preference,attention_focus_pattern_stability,attention_focus_entropy_resistance,attention_focus_recovery,attention_focus_leak_reduction,proxy_context_window_self,independent_context_window_self,context_retention,context_inclusion,context_contamination_resistance,context_reentry_discrimination,context_reentry_own,effect_noise_scale,proxy_agency,independent_agency,proxy_boundary_self,independent_boundary_self,high_agency_low_boundary
predictive_agency_without_boundary,workspace_0.70_noise_0.42,0.7,20307942,,,,,,,,,,,,,,,0.42,0.14725005478500505,0.5770217141784282,0.9161512855418186,0.5374153162880724,False
predictive_agency_without_boundary,workspace_0.70_noise_0.42,0.7,20307943,,,,,,,,,,,,,,,0.42,0.1472086917350015,0.5618788134660988,0.9082081912359541,0.523697075786107,False
predictive_agency_without_boundary,workspace_0.70_noise_0.42,0.7,20307944,,,,,,,,,,,,,,,0.42,0.14766643083077657,0.5651433951024991,0.9202361766321737,0.5144352183748369,False
predictive_agency_without_boundary,workspace_0.70_noise_0.42,0.7,20307945,,,,,,,,,,,,,,,0.42,0.1506538266330568,0.5475514964771215,0.9220976989322229,0.4901359116068452,False
predictive_agency_without_boundary,workspace_0.70_noise_0.42,0.7,20307946,,,,,,,,,,,,,,,0.42,0.14900829206668292,0.5828988206765164,0.9058623509822954,0.4550023396833145,False
predictive_agency_without_boundary,workspace_0.70_noise_0.42,0.7,20307947,,,,,,,,,,,,,,,0.42,0.1517406905735967,0.6128775213444991,0.8999827938695527,0.3675459895937574,False
predictive_agency_without_boundary,workspace_0.70_noise_0.42,0.7,20307948,,,,,,,,,,,,,,,0.42,0.14799014445295147,0.5539388692334555,0.9171569126120238,0.503721054707889,False
predictive_agency_without_boundary,workspace_0.70_noise_0.42,0.7,20307949,,,,,,,,,,,,,,,0.42,0.1482905051243331,0.5918781193311601,0.8767899349506519,0.48090716983606235,False
predictive_agency_without_boundary,workspace_1.00_noise_0.02,1.0,20310542,,,,,,,,,,,,,,,0.02,0.8534785247512618,0.9500342192653721,0.9266753940350371,0.44454317796998255,True
predictive_agency_without_boundary,workspace_1.00_noise_0.02,1.0,20310543,,,,,,,,,,,,,,,0.02,0.8542947396365627,0.9625813435503775,0.9395259507537332,0.4820053598703219,True
predictive_agency_without_boundary,workspace_1.00_noise_0.02,1.0,20310544,,,,,,,,,,,,,,,0.02,0.8485345389676554,0.9703402636347949,0.9019583951646082,0.5430859386126597,False
predictive_agency_without_boundary,workspace_1.00_noise_0.02,1.0,20310545,,,,,,,,,,,,,,,0.02,0.8553023115243529,0.9507203421430126,0.9373833633947616,0.466696228199758,True
predictive_agency_without_boundary,workspace_1.00_noise_0.02,1.0,20310546,,,,,,,,,,,,,,,0.02,0.8539600212804529,0.9368401706717184,0.9181542084361618,0.46754786325730957,True
predictive_agency_without_boundary,workspace_1.00_noise_0.02,1.0,20310547,,,,,,,,,,,,,,,0.02,0.8509390936979746,0.9683963306686991,0.9312016698110224,0.41727572719718065,True
predictive_agency_without_boundary,workspace_1.00_noise_0.02,1.0,20310548,,,,,,,,,,,,,,,0.02,0.8537149804534137,0.9474230006427485,0.8814148069176263,0.5218850147857838,False
predictive_agency_without_boundary,workspace_1.00_noise_0.02,1.0,20310549,,,,,,,,,,,,,,,0.02,0.8507200753055403,0.9518326439006086,0.8955758333140268,0.5551979142768786,False
predictive_agency_without_boundary,workspace_1.00_noise_0.12,1.0,20310642,,,,,,,,,,,,,,,0.12,0.41526853550605763,0.7285749060295126,0.9017287388442732,0.6327248020258757,False
predictive_agency_without_boundary,workspace_1.00_noise_0.12,1.0,20310643,,,,,,,,,,,,,,,0.12,0.4160324328952256,0.7365193264365667,0.939257559555164,0.5419480487956879,False
predictive_agency_without_boundary,workspace_1.00_noise_0.12,1.0,20310644,,,,,,,,,,,,,,,0.12,0.4071623702801855,0.7462959461290405,0.9420259991647233,0.5155739856105512,False
predictive_agency_without_boundary,workspace_1.00_noise_0.12,1.0,20310645,,,,,,,,,,,,,,,0.12,0.41196751185248304,0.7252672312939153,0.9157222807155754,0.5173162464436776,False
predictive_agency_without_boundary,workspace_1.00_noise_0.12,1.0,20310646,,,,,,,,,,,,,,,0.12,0.41382200839329436,0.7237404015625869,0.9036642723070891,0.569746466945932,False
predictive_agency_without_boundary,workspace_1.00_noise_0.12,1.0,20310647,,,,,,,,,,,,,,,0.12,0.413756802594994,0.7306552754035389,0.9107145237478513,0.5081812530507617,False
predictive_agency_without_boundary,workspace_1.00_noise_0.12,1.0,20310648,,,,,,,,,,,,,,,0.12,0.4153838953322337,0.7216390048602601,0.9355982331414299,0.49402829686514954,True
predictive_agency_without_boundary,workspace_1.00_noise_0.12,1.0,20310649,,,,,,,,,,,,,,,0.12,0.41282365688939243,0.7279208806148743,0.8992866650107199,0.5145420739967159,False
predictive_agency_without_boundary,workspace_1.00_noise_0.42,1.0,20310942,,,,,,,,,,,,,,,0.42,0.14727390971812931,0.576515284857354,0.9048451133071078,0.4890330401169869,False
predictive_agency_without_boundary,workspace_1.00_noise_0.42,1.0,20310943,,,,,,,,,,,,,,,0.42,0.14728305698236324,0.5892800833244203,0.9101051849664825,0.5689038474351188,False
predictive_agency_without_boundary,workspace_1.00_noise_0.42,1.0,20310944,,,,,,,,,,,,,,,0.42,0.1493227474774483,0.5441508423422584,0.9041203237592663,0.47906215137972924,False
predictive_agency_without_boundary,workspace_1.00_noise_0.42,1.0,20310945,,,,,,,,,,,,,,,0.42,0.1490964310625849,0.5538111614831025,0.9478900052551855,0.429781520099647,False
predictive_agency_without_boundary,workspace_1.00_noise_0.42,1.0,20310946,,,,,,,,,,,,,,,0.42,0.14803858592769156,0.5945487400389259,0.9099986638367,0.4796662413458047,False
predictive_agency_without_boundary,workspace_1.00_noise_0.42,1.0,20310947,,,,,,,,,,,,,,,0.42,0.1506602156427869,0.5422978671563838,0.9131153317565865,0.5065928965405715,False
predictive_agency_without_boundary,workspace_1.00_noise_0.42,1.0,20310948,,,,,,,,,,,,,,,0.42,0.14592128638018106,0.5509881047969337,0.928211915865095,0.4732573752781878,False
predictive_agency_without_boundary,workspace_1.00_noise_0.42,1.0,20310949,,,,,,,,,,,,,,,0.42,0.14947560166144755,0.5602770066854957,0.914743332370618,0.4637775345743881,False
