architecture,condition,seed,proxy_self_model,proxy_agency,independent_self_model,independent_agency,test_boundary_perturbation,test_computational_mirror,test_ownership_attribution,test_intentional_binding,test_error_attribution,test_controllability_preference,test_forced_action_probe,test_architecture_self_probe,proxy_boundary_self,independent_self_core_boundary,proxy_identity_marker_persistence,test_delayed_identity_recognition,proxy_action_attribution,test_forced_choice_ownership,proxy_distributed_body_schema_self,hard_hidden_agent_perturbation,hard_body_schema_update,hard_meta_monitor_lesion,hard_self_without_lesion,enable_workspace,enable_action_loop,condition_set,run_index,meta_monitor_strength,meta_monitor_noise,meta_monitor_delay
thalamus,W-A-,20260531,0.1772149100224865,0.0,0.46922629222727485,0.16557085586174036,0.42876157916550944,0.9230769230769231,0.36666666666666664,0.003622371752937732,0.033030596338400324,0.42563045535562344,0.2,0.15839999999999999,0.1772149100224865,0.3238323177997947,0.004487995748021655,0.17500000350799624,0.0,0.0,0.1772149100224865,,,,,False,False,thalamus,10,,,
thalamus,W-A-,20260532,0.17625354068876137,0.0,0.48701365208357195,0.1577375966564191,0.5165776852573646,0.9230769230769231,0.35,0.0024409160550119425,0.0461750224053767,0.3823344481652877,0.2,0.15839999999999999,0.17625354068876137,0.3053009342674683,0.008661216257265958,0.17499999649200365,0.0,0.0,0.17625354068876137,,,,,False,False,thalamus,11,,,
thalamus,W-A-,20260533,0.17766995265544583,0.0,0.5078127571403308,0.1890809873033381,0.5027461334564283,0.8951048951048951,0.475,0.006607177166018108,0.07872560620300888,0.4709911658443254,0.2,0.15839999999999999,0.17766995265544583,0.31156897738657663,0.012564099033866825,0.17499999730154125,0.0,0.0,0.17766995265544583,,,,,False,False,thalamus,12,,,
thalamus,W-A-,20260534,0.17789479666530053,0.0,0.463006995488912,0.14899979515338474,0.43453707286473925,0.9090909090909091,0.35,0.0038732028957248294,0.05272180232742889,0.3394041753903852,0.2,0.15839999999999999,0.17789479666530053,0.3148498273768957,0.012609824937138123,0.17499999649200365,0.0,0.0,0.17789479666530053,,,,,False,False,thalamus,13,,,
thalamus,W-A-,20260535,0.17409626841256168,0.0,0.4817154351109635,0.15967174485120375,0.5260374980196117,0.9090909090909091,0.3333333333333333,0.00016905868843915725,0.06546539948664991,0.37305252122972593,0.2,0.15839999999999999,0.17409626841256168,0.325600665626009,0.01826596375833188,0.1749999975713871,0.0,0.0,0.17409626841256168,,,,,False,False,thalamus,14,,,
thalamus,W-A-,20260536,0.17801578996563655,0.0,0.4621691429682083,0.17046377413962044,0.4634700450663064,0.8601398601398601,0.36666666666666664,0.006454053666322802,0.08962771240324043,0.3857733304889185,0.2,0.15839999999999999,0.17801578996563655,0.29400080191228917,0.01601002131016726,0.21581149509484102,0.0,0.0,0.17801578996563655,,,,,False,False,thalamus,15,,,
thalamus,W+A-,20261521,0.6866030196937579,0.0,0.8463312242591191,0.3433266464442275,0.5218248970364762,1.0,1.0,0.23031769168389746,0.042914697751586336,0.9000741963414263,0.2,0.8635,0.6866030196937579,0.6565775751998568,0.31587340887170245,0.52521146549152,0.0,0.0,0.6866030196937579,,,,,True,False,thalamus,16,,,
thalamus,W+A-,20261522,0.7272675504359069,0.0,0.8266937500114028,0.3546806948275623,0.4347437500456111,1.0,1.0,0.30974306257991163,0.05389642299638324,0.8550832937339545,0.2,0.8720312499999999,0.7272675504359069,0.7531864863290503,0.2539039402429114,0.564885330038813,0.0,0.0,0.7272675504359069,,,,,True,False,thalamus,17,,,
thalamus,W+A-,20261523,0.6886706413310931,0.0,0.8175105840148047,0.3131832818248352,0.4065423360592187,1.0,1.0,0.19006204829988396,0.07764030977103514,0.7850307692284215,0.2,0.8635,0.6886706413310931,0.6747373740217424,0.22305896448488938,0.5214366069984413,0.0,0.0,0.6886706413310931,,,,,True,False,thalamus,18,,,
thalamus,W+A-,20261524,0.6828642001294197,0.0,0.8406650917046061,0.35094938364501743,0.48209786681842487,1.0,1.0,0.2894578564517457,0.09188933324722204,0.822450344881102,0.2,0.8805625,0.6828642001294197,0.657696505316826,0.35032341577042136,0.5758332298797588,0.0,0.0,0.6828642001294197,,,,,True,False,thalamus,19,,,
thalamus,W+A-,20261525,0.6548026896921233,0.0,0.8180709549937212,0.3514703776862269,0.4002525699748848,1.0,1.0,0.3563469663407648,0.13304141689412824,0.7164931275100147,0.2,0.8720312499999999,0.6548026896921233,0.5977705650969514,0.21338124923155763,0.5671244643506552,0.0,0.0,0.6548026896921233,,,,,True,False,thalamus,20,,,
