effect_key,mechanism,target_construct,n_off,n_on,mean_diff,mean_diff_ci_low,mean_diff_ci_high,independent_cohens_d,p,p_formatted
workspace_effect_boundary_self,workspace,Boundary self,32,32,0.4933694629009999,0.4820813893998791,0.5041140822088711,20.26980544621605,9.051260279719371e-38,<1e-9
action_loop_effect_boundary_self,action_loop,Boundary self,32,32,-0.01265549104837052,-0.023621665902808,-0.001721563496703976,-0.05027427205360541,0.8412822894491446,0.8413
workspace_effect_identity_temporal_self,workspace,Identity-temporal self,32,32,0.24583336556032398,0.23163143084688204,0.26006290499623397,8.236511873627448,2.513454221887069e-26,<1e-9
action_loop_effect_identity_temporal_self,action_loop,Identity-temporal self,32,32,-0.00817726965339672,-0.021837635684699052,0.005554583523524009,-0.06371896124907843,0.7996674052236251,0.7997
workspace_effect_action_agency,workspace,Action agency,32,32,-0.0010309893636801237,-0.0032628623892171386,0.0014138250500213367,-0.0029079843875663867,0.9907566149370278,0.9908
action_loop_effect_action_agency,action_loop,Action agency,32,32,0.6978392897357908,0.6954042729870697,0.7000885638514721,139.84123466065068,1.2293188203145992e-63,<1e-9
workspace_effect_action_ownership,workspace,Action ownership,32,32,2.4633718851030384e-05,-0.00012856773693698393,0.00017627731739184994,5.009413001368934e-05,0.9998407660102293,0.9998
action_loop_effect_action_ownership,action_loop,Action ownership,32,32,0.9680079158479353,0.9678627775507209,0.9681601181044426,3116.263298235949,2.0060612003017192e-105,<1e-9
